,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,CODIGO DISTRITO DEPARTAMENTO     MUNICIPIO    ESTABLECIMIENTO        DIRECCION          TELEFONO    SUPERVISOR      DIRECTOR         NIVEL       SECTOR     AREA        STATUS     MODALIDAD    JORNADA        PLAN,ZONA
961,00-01-9792-46,99-001,GUATEMALA,CIUDAD CAPITAL,COLEGIO GUATEMALA,6A. AVENIDA,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
962,00-01-9798-46,99-001,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUATEMALA (GUATEMALA INSTITUTE),"11 CALLE 2-52, ZONA 1",22067425,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
963,00-01-9803-46,99-001,GUATEMALA,CIUDAD CAPITAL,INSTITUTO MODELO,CIUDAD GUATEMALA,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,ENMY GLANDYS SALAZAR AJSIJTUJ,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
964,00-01-9804-46,99-001,GUATEMALA,CIUDAD CAPITAL,LICEO PANAMERICANO,11 CALLE,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
965,00-01-9814-46,01-317,GUATEMALA,CIUDAD CAPITAL,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20-32, COLONIA LAS VICTORIAS",22510952,MARIANO DOMINGO ESTRADA TELETOR,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
966,00-01-9816-46,01-627,GUATEMALA,CIUDAD CAPITAL,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20-32, COLONIA LAS VICTORIAS",22510952,ISAURA AMPARO RECINOS CARRILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
967,00-01-9817-46,01-627,GUATEMALA,CIUDAD CAPITAL,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20-32, COLONIA LAS VICTORIAS",22510952,ISAURA AMPARO RECINOS CARRILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
968,00-01-9821-46,01-316,GUATEMALA,CIUDAD CAPITAL,INSTITUTO TECNOLOGICO FRANCISCO MARROQUIN,8A. CALLE 0-30,22321894,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
969,00-01-9825-46,01-307,GUATEMALA,CIUDAD CAPITAL,LICEO VICTORIA Y LIBERTAD,8A. CALLE 0-23,22380700,NORMA ARACELY PALOMO FRANCO DE DIAZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
970,00-01-9829-46,99-001,GUATEMALA,CIUDAD CAPITAL,LICEO PANAMERICANO,11 CALLE Y 6A. AVENIDA,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
971,00-01-9830-46,99-001,GUATEMALA,CIUDAD CAPITAL,COLEGIO SECRETARIAL GUATEMALTECO,5A. CALLE 0-26,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
972,00-01-9831-46,99-001,GUATEMALA,CIUDAD CAPITAL,LICEO JOSE DE SAN MARTIN,6A. AVENIDA 1-73,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
973,00-01-9836-46,01-317,GUATEMALA,CIUDAD CAPITAL,LICEO DE COMPUTACION SIGLO 21 NO.3,13 CALLE 9-60,22211863,MARIANO DOMINGO ESTRADA TELETOR,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
974,00-01-9838-46,01-308,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO 'REAL DEL BOSQUE',15 CALLE 'A' 10-36,22322695,LEONEL AMILCAR RIOS FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
975,00-01-9846-46,01-317,GUATEMALA,CIUDAD CAPITAL,LICEO MONTECARLO,4A. AVENIDA 2-28,45336574,MARIANO DOMINGO ESTRADA TELETOR,JULIO BENJAMIN HERNANDEZ DIEGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
976,00-01-9849-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO CLASICO EN COMPUTACION,4A. CALLE 5-52,23041515,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
977,00-01-9850-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO CLASICO EN COMPUTACION,4A. CALLE 5-52,23041515,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,,
978,00-02-0005-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO PRIVADO EL DEBER,"AVENIDA SIMEON CANAS, 06-11",22541365,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
979,00-02-0006-46,01-101,GUATEMALA,CIUDAD CAPITAL,INSTITUTO CULTURAL AMERICANO,7A. AVENIDA,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
980,00-02-0014-46,01-301,GUATEMALA,CIUDAD CAPITAL,"CENTRO EDUCATIVO ROTARIO ""BENITO JUAREZ""",4A. CALLE 8-80,22549485,ERICK ESTUARDO SANCHEZ ARCHILA,MAYRA LISSETTE SIERRA MORALES DE SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
981,00-02-0018-46,01-403,GUATEMALA,CIUDAD CAPITAL,"COLEGIO DE NINAS ""SANTA INES""",7A. AVENIDA 7-71,22541047,CARLOS HUMBERTO GONZALEZ DE LEON,ELSA CEREZO SISNIEGA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
982,00-02-0027-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO CRISTIANO EXXITTO,AVENIDA SIMEON CANAS 7-73,22884422,CARLOS HUMBERTO GONZALEZ DE LEON,LESBIA LETICIA SANDOVAL ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
983,00-02-0028-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO CRISTIANO EXXITTO,AVENIDA SIMEON CANAS 7-73,22884422,CARLOS HUMBERTO GONZALEZ DE LEON,LESBIA LETICIA SANDOVAL ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
984,00-02-0031-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO EVANGELICO MIXTO LA PATRIA,7A AVENIDA 7-38,22541037,CARLOS HUMBERTO GONZALEZ DE LEON,MARIO SAMUEL FERNANDEZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
985,00-02-0032-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO EVANGELICO MIXTO LA PATRIA,7A AVENIDA 7-38,22541309,CARLOS HUMBERTO GONZALEZ DE LEON,MARIO SAMUEL FERNANDEZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
986,00-02-0044-46,01-301,GUATEMALA,CIUDAD CAPITAL,CENTRO DE APRENDIZAJE INTEGRAL EL CEDAPRI VESPERTINO,"13 AVENIDA 10-20, CIUDAD NUEVA",22091616,ERICK ESTUARDO SANCHEZ ARCHILA,ELSA DELIA CONTRERAS NAJERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
987,00-02-0049-46,01-403,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO PRIVADO MIXTO TECNOLOGICO EXPERIMENTAL VOCACIONAL ""FEDERICO TAYLOR""",7A. AVENIDA 4-38,25036767,CARLOS HUMBERTO GONZALEZ DE LEON,VICTOR MANUEL ESTRADA MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
988,00-02-0050-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO MARIANO DE SAN JOSE DE LA MONTANA,9A. AVENIDA 1-66 ZONA 2,22211889,ERICK ESTUARDO SANCHEZ ARCHILA,GUILLERMINA MUNGUIA GUZMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
989,00-02-0091-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO DE SENORITAS SANTA INES,7A. AVENIDA 7-71,22541047,ERICK ESTUARDO SANCHEZ ARCHILA,DORCAS SEPHORA MAS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
990,00-02-0092-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO DE SENORITAS SANTA INES,7A. AVENIDA 7-71,22541047,ERICK ESTUARDO SANCHEZ ARCHILA,DORCAS SEPHORA MAS GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
991,00-02-0094-46,01-301,GUATEMALA,CIUDAD CAPITAL,"COLEGIO EVANGELICO MIXTO ""LA PATRIA""",7A. AVE. 7-38,22541037,ERICK ESTUARDO SANCHEZ ARCHILA,ERIKA MARIA OLIVA CITAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
992,00-02-0102-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO EL NUEVO MANANTIAL,"11 AV. 9-58, CIUDAD NUEVA",22894901,ERICK ESTUARDO SANCHEZ ARCHILA,ETELVINA CARRILLO ALVAREZ DE XUYA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
993,00-02-0104-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO SANTA SOFIA DE JESUS,"7A. AVENIDA ""A"" 7-60",22541111,ERICK ESTUARDO SANCHEZ ARCHILA,YESINIA ESMERALDA SARAVIA CRUZ DE MEDINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
994,00-02-0106-46,01-301,GUATEMALA,CIUDAD CAPITAL,CENTRO EDUCATIVO ESPERANZA JUVENIL,"12 AVENIDA 16-32, CIUDAD NUEVA",22549911,ERICK ESTUARDO SANCHEZ ARCHILA,WENDY EUGENIA CRUZ MALDONADO DE MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
995,00-02-0111-46,01-618,GUATEMALA,CIUDAD CAPITAL,"PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA",AVENIDA SIMEON CANAS 3-37 ZONA 2,30109472,ROSA GEORGINA RIOS CASTILLO,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA NORTE,,
996,00-02-0115-46,01-001,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRACTICO MODERNO,7A. AVENIDA 1-92,22067425,SANDRA LIZZETH CRUZ IZAGUIRRE,THELMA ONDINA VASQUEZ REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
997,00-02-0116-46,01-618,GUATEMALA,CIUDAD CAPITAL,PROGRAMA MODALIDADES FLEXIBLES,AVENIDA SIMEON CANAS 3-37,30109472,ROSA GEORGINA RIOS CASTILLO,ROSA GEORGINA RIOS CASTILLO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
998,00-02-0117-46,01-618,GUATEMALA,CIUDAD CAPITAL,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX,12 AVENIDA 9-26 CIUDAD NUEVA,47655740,ROSA GEORGINA RIOS CASTILLO,DIANA LUCRECIA MESIAS ORTIZ DE ROLDAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,,
999,00-02-0118-46,01-403,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,"11 AVENIDA 18-45, CIUDAD NUEVA",23051070,CARLOS HUMBERTO GONZALEZ DE LEON,EVELYN YANETH SANTOS VIVAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA NORTE,,
1000,00-02-0121-46,01-403,GUATEMALA,CIUDAD CAPITAL,"COLEGIO EVANGELICO MIXTO ""LA PATRIA""",7A. AVENIDA 7-38,22541191,CARLOS HUMBERTO GONZALEZ DE LEON,SABRINA MIREA RAMIREZ CARRERA DE BANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),GUATEMALA NORTE,,
1001,00-02-0122-46,01-301,GUATEMALA,CIUDAD CAPITAL,"COLEGIO EVANGELICO MIXTO ""LA PATRIA""",7A. AVENIDA 7-38,22541191,ERICK ESTUARDO SANCHEZ ARCHILA,LUIS FERNANDO AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1002,00-02-0123-46,01-301,GUATEMALA,CIUDAD CAPITAL,"COLEGIO EVANGELICO MIXTO ""LA PATRIA""",7A. AVENIDA 7-38,22541037,ERICK ESTUARDO SANCHEZ ARCHILA,LUIS FERNANDO AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1003,00-02-0197-46,01-301,GUATEMALA,CIUDAD CAPITAL,"INSTITUTO PRIVADO MIXTO TECNOLOGICO EXPERIMENTAL "" FEDERICO TAYLOR""",7A AVE. 4-38,25036767,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,,
1004,00-02-0313-46,01-308,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PRACTICO MODERNO,7A AVE. 1-92,22320691,LEONEL AMILCAR RIOS FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1005,00-02-0314-46,01-301,GUATEMALA,CIUDAD CAPITAL,INSTITUTO DE ESTUDIOS COMERCIALES Y ADMINISTRATIVOS -IECA-,3A AVE. 9-00 INTERIOR FINCA EL ZAPOTE,24111800,ERICK ESTUARDO SANCHEZ ARCHILA,ADOLFO ROBERTO BARRIOS ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1006,00-02-0315-46,01-301,GUATEMALA,CIUDAD CAPITAL,"COLEGIO EVANGELICO MIXTO ""LA PATRIA""",7A AVE. 7-38,22541037,ERICK ESTUARDO SANCHEZ ARCHILA,ERIKA MARIA OLIVA CITAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1007,00-02-0317-46,01-301,GUATEMALA,CIUDAD CAPITAL,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CULTURAL AMERICANO,7A AVENIDA 4-11,22320426,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1008,00-02-0318-46,01-301,GUATEMALA,CIUDAD CAPITAL,CENTRO DE ESTUDIOS DIVERSIFICADOS -CED-,3A AVE 9-00 INTERIOR FINCA EL ZAPOTE,24111800,ERICK ESTUARDO SANCHEZ ARCHILA,LEOPOLDO COLOM MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1009,00-02-0321-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO 'VANGUARDIA JUVENIL',11 AVENIDA 5-27,22541748,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1010,00-02-3051-46,,GUATEMALA,CIUDAD CAPITAL,COLEGIO 'DANIEL DEFOE',11 AVENIDA 13-19,22511594,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1011,00-02-7035-46,01-,GUATEMALA,CIUDAD CAPITAL,INSTITUTO CULTURAL AMERICANO,7A AVENIDA 4-11,22320426,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1012,00-02-7079-46,,GUATEMALA,CIUDAD CAPITAL,CPUM COLEGIO MIXTO CRISTIANO EN COMPUTACION 'LAS AMERICAS',5A. CALLE 5-37,22324231,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1013,00-02-7194-46,,GUATEMALA,CIUDAD CAPITAL,CPUM 'VERSALLES',7AV. 1-13,22384834,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1014,00-02-7549-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO DE ESTUDIOS COMERCIALES Y COMPUTACION,9A. AVE. 1-66,22542466,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1015,00-02-7736-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO BILINGUE NUEVO AMANECER,13 AVE. 10-20 CIUDAD NUEVA,22091616,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1016,00-02-7868-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO 'SAN ANGEL',14 CALLE 11-06 CIUDAD NUEVA,22540214,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1017,00-02-7871-46,01-407,GUATEMALA,CIUDAD CAPITAL,COLEGIO SAN ANGEL,14 CALLE 11-06 CIUDAD NUEVA,22540314,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
1018,00-02-7873-46,01-627,GUATEMALA,CIUDAD CAPITAL,COLEGIO SAN ANGEL (BACHILLERATO POR MADUREZ),14 CALLE 11-06 CIUDAD NUEVA,22540214,ISAURA AMPARO RECINOS CARRILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
1019,00-02-8021-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO EN COMPUTACION MILENIUM,5A. CALLE 5-37,22204730,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
1020,00-02-8257-46,01-403,GUATEMALA,CIUDAD CAPITAL,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),11 AVENIDA 18-45 CIUDAD NUEVA,24126666,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA NORTE,,
1021,00-02-8272-46,01-403,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO EN COMPUTACION MILENIUM (POR MADUREZ),5A. CALLE 5-37,41893313,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
1022,00-02-8303-46,01-301,GUATEMALA,CIUDAD CAPITAL,LICEO 'CHAPERO',"13 AVENIDA 11-30, CIUDAD NUEVA",22700061,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1023,00-02-8406-46,01-102,GUATEMALA,CIUDAD CAPITAL,COLEGIO CATOLICO MIXTO 'LICEO TRINITARIO',11 AVENIDA 'A' 6-04,52552704,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1024,00-02-8428-46,01-407,GUATEMALA,CIUDAD CAPITAL,INSTITUTO MIXTO PRIVADO 'JOSE ERNESTO MONZON',11 AVE. 'A' 6-04 CIUDAD NUEVA,22881328,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA NORTE,,
1025,00-02-8990-46,01-301,GUATEMALA,CIUDAD CAPITAL,LICEO COMERCIAL 'GAT-HEFER',2A. CALLE 11-58,22542009,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1026,00-02-9049-46,01-319,GUATEMALA,CIUDAD CAPITAL,COLEGIO MIXTO EN COMPUTACION MILENIUM,5A. CALLE 5-37,22204730,ISAURA AMPARO RECINOS CARRILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1027,00-02-9138-46,01-319,GUATEMALA,CIUDAD CAPITAL,LICEO TECNICO CONSTRUCTIVISTA,AVENIDA SIMEON CANAS 2-12,22208545,ISAURA AMPARO RECINOS CARRILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1028,00-02-9140-46,01-403,GUATEMALA,CIUDAD CAPITAL,LICEO TECNICO CONSTRUCTIVISTA (POR MADUREZ),AVENIDA SIMEON CANAS 2-12,22208545,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,,
1029,00-02-9373-46,01-301,GUATEMALA,CIUDAD CAPITAL,COLEGIO MANANTIAL,"11 AVENIDA 11-56, CIUDAD NUEVA",22894901,ERICK ESTUARDO SANCHEZ ARCHILA,ETELVINA CARRILLO ALVAREZ DE XUYA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
1030,00-02-9802-46,99-001,GUATEMALA,CIUDAD CAPITAL,INSTITUTO DE ESTUDIOS COMERCIALES Y ADMINISTRATIVOS IECA,3A. AVE. 9-00,24111800,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,,
